number ,clean_text,airsentiment_line_x,Polarity,Analysis
4545,much ur wifi fam,neutral,0,Neutral
4546,imaginedragons tried okay,neutral,0.2263,Neutral
4547,happy enter sweepstakes nutsaboutsouthwest,positive,0.5719,Positive
4548,thanks great customer service today,positive,0.7906,Positive
4549,vinyl part prize,neutral,0.5106,Positive
4550,beyond ready,positive,0.3612,Neutral
4551,called told bag made phl still not delivered call delivery service,negative,0,Neutral
4552,looks like brooding skies ont evening http co x9blwgwa68,neutral,0.3818,Neutral
4553,no monkey business luv swa mdw2mci homeandreadyfornexttrip http co 2xjvun66zz,neutral,-0.296,Neutral
4554,favorite airlines never issues plus crew entertaining,positive,0.7096,Positive
4555,way give voice customers pay services not satisfactorily delivered justsayin,negative,-0.3786,Neutral
4556,flight attendants really funny sass giving life,positive,0.7056,Positive
4557,genuinely surprised not upgrade people cancelled flight flights least put comparable spot,negative,0.3899,Neutral
4558,following thank,positive,0.3612,Neutral
4559,would someone please dm customer relations number website customer service,negative,0.3818,Neutral
4560,second time row not received text updates flight time change not offer not use,negative,0,Neutral
4561,cancelled flightled flight back queue want charge 200 business class stay classy,negative,0.296,Neutral
4562,hope flyers get credit sort delays cancelled flightlations shittydeal notimpressed,negative,0.5423,Positive
4563,taylorlumsden taylor u gotta love swa responsiveness least huh,negative,0.6369,Positive
4564,good thanks,positive,0.7003,Positive
4565,thank,positive,0.3612,Neutral
4566,love taking money taking halfway home sorry late flight,negative,0.5994,Positive
4567,oh ok good looking forward escaping cold bit thanks,negative,0.802,Positive
4568,wifi slow point one not get internet ugh,negative,0.3252,Neutral
4569,questions flying maltese puppy dm,neutral,0,Neutral
4570,word customer relations department open back,neutral,0,Neutral
4571,tell flight 805 mdw fll tomorrow 2 24 full capacity hoping little bit extra room,neutral,0.4215,Neutral
4572,left friday,neutral,0,Neutral
4573,oh no worries never seen today mean great card,positive,0.753,Positive
4574,thank thank thank last attempt win destinationdragons tickets success could not happier,positive,0.9047,Positive
4575,flight 1700 phx lax wheels stop glad home thanks professionals front cabin,positive,0.5719,Positive
4576,eyes next steps improving inflight wifi runway girl http co h46ht1oz40,positive,0.4215,Neutral
4577,could maybe hook fuyukaidesuyo imagine dragon tickets tonight shes hugeeeee fan amp would really love go,neutral,0.7778,Positive
4578,not evennotified us theflight isdelayed via email text phone call wererunning late flight would pissed unreliable,negative,-0.6369,Negative
4579,tweet weekend bad weather closes customer relations center process refunds cancelled flighted flights,negative,-0.6705,Negative
4580,stop cancelled flighting flight us history tests take chemistry things learn not understand,negative,-0.4939,Neutral
4581,2 22 mdw 2 san flt 1687 attendant melissa awesome fast smiling great weather cancelled flight day b4 welcome,positive,0.9217,Positive
4582,area pic taken not see albums,negative,0,Neutral
4583,enjoyed call good friend flight booking problems flights elsewhere tweet one time tell many,neutral,0.7717,Positive
4584,thank great customer service far accidents happen understand hopefully everything works,positive,0.7906,Positive
4585,question crazy boarding procedure confusion prevent fistfights good seats,negative,-0.1531,Neutral
4586,opened online applications fall 2015 intern positions throughout company apply via https co gml7ot3imh,neutral,0,Neutral
4587,honesty always policy,neutral,0.4939,Neutral
4588,thanks quick response call daily wait 5 days,positive,0.4404,Neutral
4589,knew correct http co 9eueyxawcv,neutral,0,Neutral
4590,briughy comclassic aif2015 amp much agcommunity,neutral,0,Neutral
4591,deals orlando april may,neutral,0,Neutral
4592,magazine feature desk plants increase productivity 15 luvswa healthbenefitsofplants gardening http co bvfaxdubaq,neutral,0.3182,Neutral
4593,new marketing song https co f2lfulcbq7 let us know think http co iqnvyfpg4p,neutral,0,Neutral
4594,prove cuz southwest people not even know behind schedule,negative,0,Neutral
4595,seeing workers time time going beyond love flying guys thank,positive,0.7717,Positive
4596,u bae u lost bags no clue happened 36 hours,negative,-0.5423,Negative
4597,prove,negative,0,Neutral
4598,travel agent darrel love field hosting paper airplane contest entertain children awesome see,positive,0.891,Positive
4599,big kudos staff today dallas love field lifting everyone spirits today delays cancelled flightlations,positive,0.7579,Positive
4600,not fun delay nashville las vegas crew gate c9 desk awesome patience luvswa,positive,0.5204,Positive
4601,thinks 100 voucher makes spending 4 hrs plane landing airport took really,negative,0,Neutral
4602,never got strip fast stoked special imaginedragons show tonight thx http co topqmvqnjp,positive,0.6369,Positive
4603,problem apologies not help results matter proving impossible find anyone interested,negative,-0.3252,Neutral
4604,no fare giving clues route,neutral,-0.5,Negative
4605,telling fam vegas,positive,0,Neutral
4606,many tickets left,neutral,0,Neutral
4607,thank,positive,0.3612,Neutral
4608,new mkt strategy average like rest whathappend rr points devalued http co mdbdyomrs7,negative,0.3612,Neutral
4609,scavenger hunt locations anything common playing detective trying figure one atl,negative,0.2023,Neutral
4610,18,neutral,0,Neutral
4611,ruined sunday 3 hours delays dia bags wrong airport 35 deliver insult injury,negative,-0.9062,Negative
4612,bring back jackson ms miss terribly around airlines horrible,positive,-0.8271,Negative
4613,idea tsa pre check not showing next flight tomorrow number profile,neutral,0.0772,Neutral
4614,3 hours 80 degree difference yes please mht mco sadie4406 http co mraw3qdw4d,positive,0.6124,Positive
4615,sent looking functionality app though one click action,negative,0,Neutral
4616,still posted downtown waiting way,neutral,0,Neutral
4617,like kelsey said really bad spot locals know long takes find parking walking bellagio,negative,-0.3167,Neutral
4618,5 people,neutral,0,Neutral
4619,looks like bellagio good luck people see show vinyl,positive,0.8126,Positive
4620,congrats fans seeing destinationdragons l slc next http co yccitaep3s thanks sw,neutral,0.8519,Positive
4621,pair tickets waiting sports practice live definitely know imaginedragons,positive,0.4019,Neutral
4622,love southwest guys good http co x4tdy84dbh,positive,0.7964,Positive
4623,destinationdragon tix tonite inconvenience since not play scavenger hunt,negative,-0.5478,Negative
4624,dang practice hour late flightr today,neutral,0,Neutral
4625,supposed say boo not book booo,neutral,0,Neutral
4626,vegas 5 days ago miss warm weather,neutral,0.0772,Neutral
4627,crew 3138 great job keeping everyone informed delays givethemraises,positive,0.6249,Positive
4628,right delayed crabby also allow one family member purchase earlybird check hold rows,negative,0,Neutral
4629,really easy locals get strip book,positive,0.4927,Neutral
4630,grrrrrr need flight first maybe bday next month,neutral,0,Neutral
4631,luv new luv television commercials traveled airline last year return trip nyc feltthelove,positive,0,Neutral
4632,possible add travel arranged employer upcoming travel retrieve reservation,neutral,0,Neutral
4633,sent email customer relations calling tomorrow,neutral,0,Neutral
4634,get priority seating already paid flight,neutral,0,Neutral
4635,10 people pre boarded 1 needed wheel chair plane not case boarding,negative,0,Neutral
4636,possible add companion 2nd leg trip,neutral,0,Neutral
4637,best airline,positive,0.6369,Positive
4638,southwestair netneutrality nice see prioritize internet traffic streaming service web sites,positive,0.4215,Neutral
4639,poor customer service displayed weekend storm stuck tarmac 2 5 hours no answer,negative,-0.743,Negative
4640,northern california coast http co nm4vnnf8kb,neutral,0,Neutral
4641,hi guys general enquires email address please thanks david,neutral,0.6369,Positive
4642,southwestair watching planes thing https co iitojhuikh,neutral,0,Neutral
4643,thanks getting us paradise safely http co kdzqczlpyr,positive,0.8834,Positive
4644,feeling frustrated bought wifi onboard not load email,negative,-0.4404,Neutral
4645,continues prove best airlines,neutral,0.6369,Positive
4646,go ahead start scavenger hunt 5 pm today work destinationdragons,positive,0,Neutral
4647,let one person board early bird save seats entire party notcool flight2149,negative,0.7096,Positive
4648,thanks,neutral,0.4404,Neutral
4649,awesome staff check desk paper airplane race sw gift card keep ppl entertained delays,positive,0.8658,Positive
4650,get gin amp tonic,negative,0,Neutral
4651,sick joke toyingwithouremotions,negative,-0.2732,Neutral
4652,please explain every flight dallas going today except 6 35 pm,negative,0.3182,Neutral
4653,continue airline choice frustrating travel day experienced 5 delays 4 gate changes,negative,-0.4404,Neutral
4654,got call apologizing personally long waits last week trying rebook flights class act appreciate,positive,0.34,Neutral
4655,fox8news serious potential wanna get away commercial debacle real fire kristi capel,negative,-0.4019,Neutral
4656,appreciate response constant changing flight time frustrating say least toughtomakeplans,negative,-0.0516,Neutral
4657,long delayed boarding get free drink gettingthirsty,negative,0.34,Neutral
4658,done sorry thought already,neutral,-0.0772,Neutral
4659,not seem fair bags need fit seats need fit,negative,0.4657,Neutral
4660,terry hero got husband back thru security retrieve cellphone left plane austin terry 85832 u rock,positive,0.7184,Positive
4661,wanted 2 change anytime flight leaving 11 50 11 00 phone hold 4 46mins phone answers says sorry no dice,negative,-0.3612,Neutral
4662,not sincere cancelled flighted flight made drive 17 hours get home,negative,-0.1326,Neutral
4663,terry hero got husband back thru security retrieve cellphone left plane austin terry 85832 u rock,positive,0.7184,Positive
4664,terry hero got husband back thru security retrieve cellphone austin terry 85832 rock,positive,0.7184,Positive
